135,result\model\test2\resizeImg90.jpg,197,142,208,141,Tue Jan 27 16:54:16 2015
132,result\model\test2\resizeImg90.jpg,197,144,209,142,Tue Jan 27 16:54:24 2015
129,result\model\test2\resizeImg90.jpg,202,145,216,143,Tue Jan 27 16:54:30 2015
126,result\model\test2\resizeImg90.jpg,205,147,224,145,Tue Jan 27 17:00:40 2015
123,result\model\test2\resizeImg90.jpg,207,145,225,147,Tue Jan 27 16:54:42 2015
120,result\model\test2\resizeImg90.jpg,216,148,232,147,Tue Jan 27 16:54:51 2015
117,result\model\test2\resizeImg90.jpg,216,149,238,148,Tue Jan 27 17:01:01 2015
114,result\model\test2\resizeImg90.jpg,220,151,240,149,Tue Jan 27 17:01:09 2015
111,result\model\test2\resizeImg90.jpg,230,147,249,150,Tue Jan 27 16:55:07 2015
108,result\model\test2\resizeImg90.jpg,235,149,257,148,Tue Jan 27 16:55:12 2015
105,result\model\test2\resizeImg90.jpg,242,149,263,150,Tue Jan 27 16:55:17 2015
102,result\model\test2\resizeImg90.jpg,250,148,272,147,Tue Jan 27 16:55:22 2015
99,result\model\test2\resizeImg90.jpg,263,147,285,146,Tue Jan 27 16:55:28 2015
96,result\model\test2\resizeImg90.jpg,270,148,292,149,Tue Jan 27 16:55:36 2015
93,result\model\test2\resizeImg90.jpg,282,150,307,148,Tue Jan 27 16:55:41 2015
90,result\model\test2\resizeImg90.jpg,294,148,322,151,Tue Jan 27 17:01:59 2015
87,result\model\test2\resizeImg90.jpg,305,152,333,149,Tue Jan 27 17:02:21 2015
84,result\model\test2\resizeImg90.jpg,313,148,336,147,Tue Jan 27 16:56:04 2015
81,result\model\test2\resizeImg90.jpg,321,149,350,148,Tue Jan 27 17:02:39 2015
78,result\model\test2\resizeImg90.jpg,337,150,362,148,Tue Jan 27 17:02:52 2015
75,result\model\test2\resizeImg90.jpg,350,150,375,148,Tue Jan 27 17:03:01 2015
72,result\model\test2\resizeImg90.jpg,366,152,387,153,Tue Jan 27 16:56:47 2015
69,result\model\test2\resizeImg90.jpg,369,154,389,155,Tue Jan 27 16:56:56 2015
66,result\model\test2\resizeImg90.jpg,373,152,396,148,Tue Jan 27 17:03:12 2015
63,result\model\test2\resizeImg90.jpg,383,152,406,150,Tue Jan 27 17:03:24 2015
60,result\model\test2\resizeImg90.jpg,387,153,410,152,Tue Jan 27 17:03:33 2015
57,result\model\test2\resizeImg90.jpg,395,151,416,153,Tue Jan 27 16:57:16 2015
54,result\model\test2\resizeImg90.jpg,395,151,414,150,Tue Jan 27 17:03:42 2015
51,result\model\test2\resizeImg90.jpg,404,150,423,149,Tue Jan 27 17:03:55 2015
48,result\model\test2\resizeImg90.jpg,408,152,422,150,Tue Jan 27 17:04:04 2015
45,result\model\test2\resizeImg90.jpg,412,152,424,151,Tue Jan 27 16:57:41 2015
